noaa_fips	county_name
47001	Adams County
47003	Ashland County
47005	Barron County
47007	Bayfield County
47009	Brown County
47011	Buffalo County
47013	Burnett County
47015	Calumet County
47017	Chippewa County
47019	Clark County
47021	Columbia County
47023	Crawford County
47025	Dane County
47027	Dodge County
47029	Door County
47031	Douglas County
47033	Dunn County
47035	Eau Claire County
47037	Florence County
47039	Fond du Lac County
47041	Forest County
47043	Grant County
47045	Green County
47047	Green Lake County
47049	Iowa County
47051	Iron County
47053	Jackson County
47055	Jefferson County
47057	Juneau County
47059	Kenosha County
47061	Kewaunee County
47063	La Crosse County
47065	Lafayette County
47067	Langlade County
47069	Lincoln County
47071	Manitowoc County
47073	Marathon County
47075	Marinette County
47077	Marquette County
47078	Menominee County
47079	Milwaukee County
47081	Monroe County
47083	Oconto County
47085	Oneida County
47087	Outagamie County
47089	Ozaukee County
47091	Pepin County
47093	Pierce County
47095	Polk County
47097	Portage County
47099	Price County
47101	Racine County
47103	Richland County
47105	Rock County
47107	Rusk County
47109	St. Croix County
47111	Sauk County
47113	Sawyer County
47115	Shawano County
47117	Sheboygan County
47119	Taylor County
47121	Trempealeau County
47123	Vernon County
47125	Vilas County
47127	Walworth County
47129	Washburn County
47131	Washington County
47133	Waukesha County
47135	Waupaca County
47137	Waushara County
47139	Winnebago County
47141	Wood County
48000	Wyoming
48001	Albany County
48003	Big Horn County
48005	Campbell County
48007	Carbon County
48009	Converse County
48011	Crook County
48013	Fremont County
48015	Goshen County
48017	Hot Springs County
48019	Johnson County
48021	Laramie County
48023	Lincoln County
48025	Natrona County
48027	Niobrara County
48029	Park County
48031	Platte County
48033	Sheridan County
48035	Sublette County
48037	Sweetwater County
48039	Teton County
48041	Uinta County
48043	Washakie County
48045	Weston County
